J,parity,state,v,observed_cm,input_weight,previous_cm,final_cm,delta_cm,rank_changed
39.0,-,2,0,3005.33937,441.0,3005.346159002619,3005.346160861781,1.8591617845231667e-06,False
39.0,-,2,0,3130.69341,169.0,3130.698097251461,3130.698099115257,1.8637956600286998e-06,False
39.0,-,2,0,3261.14422,400.0,3261.13964714586,3261.139648986487,1.8406267372483853e-06,False
39.0,-,2,1,4598.77042,2.89,4598.740661656657,4598.740661769983,1.1332576832501218e-07,False
39.0,-,2,1,4722.75514,2.25,4722.746183290556,4722.746183319346,2.8790054784622043e-08,False
39.0,-,2,1,4851.95106,2.56,4851.924663470041,4851.924663610976,1.409343894920312e-07,False
39.0,-,2,2,6168.77194,1.96,6168.752462441875,6168.75246280729,3.6541496228892356e-07,False
39.0,-,2,2,6291.38585,1.69,6291.386064215922,6291.386064116782,-9.913946996675804e-08,False
39.0,-,2,2,6419.34712,1.96,6419.314316875792,6419.314317195184,3.193918018951081e-07,False
39.0,-,2,3,7715.3945,0.36,7715.338377000245,7715.338377775657,7.754124453640543e-07,False
39.0,-,2,3,7836.57307,0.64,7836.571858172228,7836.571857862076,-3.101513357250951e-07,False
39.0,-,2,3,7963.30961,0.64,7963.280206761064,7963.280207541378,7.803146218066104e-07,False
39.0,-,2,4,9238.59816,0.09,9238.558169270513,9238.55816929105,2.053639036603272e-08,False
39.0,-,2,4,9358.2889,0.09,9358.338259980548,9358.338257736825,-2.243723429273814e-06,False
39.0,-,2,4,9483.83991,0.04,9483.87655089007,9483.876550876399,-1.3671524357050657e-08,False
39.0,-,3,0,10761.0545,256.0,10761.15251427955,10761.15251655434,2.2747899492969736e-06,False
39.0,-,2,5,10856.328,0.01,10856.615053909849,10856.615050058464,-3.851384462905116e-06,False
39.0,-,3,1,12318.49459,1.21,12318.585387581697,12318.585392108083,4.526385964709334e-06,False
39.0,-,3,2,13851.51655,0.25,13851.577312767195,13851.577314286225,1.5190307749435306e-06,False
39.0,-,3,3,15360.16148,0.16,15360.284676123341,15360.284678154529,2.0311872503953055e-06,False
39.0,-,3,4,16844.30775,0.36,16844.54678383349,16844.546784091846,2.583547029644251e-07,False
39.0,-,3,5,18303.85542,0.04,18304.309377385707,18304.309376932208,-4.5349952415563166e-07,False
39.0,-,3,6,19738.61649,0.04,19739.388263789147,19739.3882662472,2.458051312714815e-06,False
40.0,+,1,0,2951.32704,361.0,2951.335517564401,2951.335517520534,-4.386720320326276e-08,False
40.0,+,1,1,4748.83674,83.24,4748.832061986924,4748.832062067945,8.102142601273954e-08,False
40.0,+,1,2,6517.47477,2.89,6517.686707812113,6517.686708202955,3.908417056663893e-07,False
40.0,+,1,3,8256.08434,0.36,8256.665227146223,8256.665228280592,1.1343690857756883e-06,False
40.0,+,4,0,8557.34936,100.0,8557.430521805267,8557.430521687189,-1.1807787814177573e-07,False
40.0,+,4,0,8795.62335,144.0,8795.58373966205,8795.583739546715,-1.1533484212122858e-07,False
40.0,+,1,4,9963.51884,0.04,9964.281944954899,9964.281946585434,1.6305348253808916e-06,False
40.0,+,4,1,9980.26454,0.81,9980.164727276364,9980.164726934236,-3.421282599447295e-07,False
40.0,+,4,1,10215.62711,1.21,10215.546192125475,10215.546191883568,-2.4190740077756345e-07,False
40.0,+,4,2,11380.45052,1.21,11380.536359887474,11380.536359790553,-9.692121238913387e-08,False
40.0,+,4,2,11613.35724,1.44,11613.32887245238,11613.328872445663,-6.717527867294848e-09,False
40.0,+,4,3,12758.81518,1.21,12758.910784763344,12758.910784544303,-2.190408849855885e-07,False
40.0,+,4,3,12989.13485,0.81,12989.08985626037,12989.0898560373,-2.2306994651444256e-07,False
40.0,+,4,4,14115.12289,0.49,14115.235164722026,14115.235164545944,-1.76081812242046e-07,False
40.0,+,7,0,14228.73128,1.0,14228.72626573179,14228.726266981932,1.2501423043431714e-06,False
40.0,+,4,4,14342.81929,0.25,14342.757716108546,14342.75771589459,-2.1395680960267782e-07,False
40.0,+,4,5,15449.48725,0.09,15449.622407710898,15449.622407633728,-7.717062544543296e-08,False
40.0,+,7,1,15585.60202,0.09,15585.499548365413,15585.499548441692,7.627932063769549e-08,False
40.0,+,4,5,15674.51215,0.36,15674.48892384661,15674.48892367564,-1.709686330286786e-07,False
40.0,+,4,6,16761.99002,0.01,16762.18742023337,16762.187420103794,-1.2957752915099263e-07,False
40.0,+,4,6,16984.35881,0.04,16984.399169512024,16984.399169145083,-3.6694109439849854e-07,False
40.0,+,4,7,18052.68286,0.04,18053.051156036556,18053.05115609942,6.28642737865448e-08,False
40.0,+,6,0,22698.07411,49.0,22697.988392443367,22697.988391904706,-5.386609700508416e-07,False
40.0,+,6,0,22835.64015,25.0,22835.628748171082,22835.628748456147,2.8506474336609244e-07,False
40.0,+,6,0,22978.98208,49.0,22979.106618502326,22979.106619017875,5.155488906893879e-07,False
40.0,+,6,1,24420.0283,0.09,24419.727697613303,24419.727687936007,-9.677296475274488e-06,False
40.0,+,6,1,24555.79727,0.09,24555.64549194857,24555.645484410248,-7.538321369793266e-06,False
40.0,+,6,1,24697.71006,0.04,24697.828487355495,24697.828491645163,4.289668140700087e-06,False
40.0,+,6,2,26102.88442,0.09,26102.712030266903,26102.712029483075,-7.838279998395592e-07,False
40.0,+,6,2,26236.57814,0.04,26236.65108282836,26236.651080134063,-2.694298018468544e-06,False
40.0,+,6,4,29334.4095,0.01,29334.468950613962,29334.46896491511,1.430114934919402e-05,False
40.0,+,6,4,29464.22242,0.04,29464.19182623774,29464.19186278403,3.65462910849601e-05,False
40.0,+,6,4,29600.18983,0.04,29600.38869701301,29600.38876734723,7.033421934465878e-05,False
40.0,-,2,0,3129.95847,121.0,3129.94232501416,3129.942326944574,1.9304138731968123e-06,False
40.0,-,2,0,3260.37993,400.0,3260.390466421163,3260.390468293983,1.8728196664596908e-06,False
40.0,-,2,0,3392.21525,169.0,3392.211851430864,3392.211853156171,1.725306901789736e-06,False
40.0,-,2,1,4722.00226,0.81,4721.984822304236,4721.984823033858,7.296221156138927e-07,False
40.0,-,2,1,4851.17322,2.25,4851.164144282997,4851.164144458904,1.759071892593056e-07,False
40.0,-,2,1,4981.58906,0.64,4981.548676677064,4981.548676006066,-6.709979061270133e-07,False
40.0,-,2,2,6290.61334,1.69,6290.620788184217,6290.620790742568,2.5583503884263337e-06,False
40.0,-,2,2,6418.55136,2.56,6418.541582276534,6418.541582646321,3.6978690332034603e-07,False
40.0,-,2,2,6547.50989,1.44,6547.459226843099,6547.459224050042,-2.793056410155259e-06,False
40.0,-,2,3,7835.76402,0.64,7835.805864393225,7835.805870624732,6.23150663159322e-06,False
40.0,-,2,3,7962.39388,0.25,7962.49440634965,7962.494407286655,9.370050975121558e-07,False
40.0,-,2,3,8090.00884,0.25,8089.910856753994,8089.910849860678,-6.893315912748221e-06,False
40.0,-,2,4,9357.38321,0.04,9357.57804098912,9357.578052312723,1.1323603757773526e-05,False
40.0,-,2,4,9483.0881,0.01,9483.076806205907,9483.076806591982,3.860750439343974e-07,False
40.0,-,3,0,10888.33588,81.0,10888.13111497939,10888.131117252717,2.2733274818165228e-06,False
40.0,-,3,1,12444.36824,0.49,12444.118592636252,12444.118592476005,-1.6024750948417932e-07,False
40.0,-,3,2,13976.05374,0.16,13975.806755802869,13975.80675739641,1.5935420378809795e-06,False
40.0,-,3,3,15483.22466,0.16,15483.135298116627,15483.135299998989,1.8823611753759906e-06,False
40.0,-,3,4,16966.04704,0.09,16966.013133887798,16966.013134097964,2.1016603568568826e-07,False
40.0,-,3,5,18424.19477,0.01,18424.35737679993,18424.357379062414,2.262484485981986e-06,False
40.0,-,3,6,19857.58434,0.01,19858.06434467954,19858.064347272113,2.5925728550646454e-06,False
41.0,+,4,0,8795.69362,121.0,8795.585959495345,8795.585959379592,-1.1575320968404412e-07,False
41.0,+,4,1,10215.71121,1.21,10215.54894890963,10215.548948670825,-2.3880602384451777e-07,False
41.0,+,4,2,11613.53112,1.69,11613.394495492843,11613.39449538236,-1.1048359738197178e-07,False
41.0,+,4,3,12989.23073,0.49,12989.11159027344,12989.111590057933,-2.155065885744989e-07,False
41.0,+,7,0,14346.31639,1.0,14346.31503568396,14346.31503692725,1.2432901712600142e-06,False
41.0,+,4,5,15674.60581,0.09,15674.51792211982,15674.517921997574,-1.2224518286529928e-07,False
41.0,+,7,1,15701.81258,0.04,15701.696678894288,15701.696678984144,8.985625754576176e-08,False
41.0,+,4,6,16984.46928,0.01,16984.433116846558,16984.43311660098,-2.45578121393919e-07,False
41.0,+,7,2,17034.35819,0.01,17034.22529061808,17034.225290567363,-5.071706254966557e-08,False
41.0,+,6,0,22834.97008,25.0,22835.045415864006,22835.045415353095,-5.10910467710346e-07,False
41.0,+,6,0,22978.67357,49.0,22978.70470085982,22978.70470115092,2.911001502070576e-07,False
41.0,+,6,0,23122.85535,36.0,23122.775988961148,23122.775989557576,5.964284355286509e-07,False
41.0,+,6,1,24555.1291,0.04,24556.72250422343,24556.722533663964,2.9440532671287656e-05,False
41.0,+,6,1,24697.34624,0.16,24697.47213876551,24697.472141768838,3.0033261282369494e-06,False
41.0,+,6,1,24839.59596,0.09,24839.420463466053,24839.4204650846,1.6185476852115244e-06,False
41.0,+,6,2,26235.51508,0.01,26236.10506456039,26236.10506385516,-7.052294677123427e-07,False
41.0,+,6,4,29463.3906,0.01,29463.71824863529,29463.718247416,-1.2192904250696301e-06,False
41.0,+,6,4,29599.92178,0.01,29600.108309301413,29600.108286193245,-2.310816853423603e-05,False
41.0,+,6,4,29736.17036,0.01,29735.881277598433,29735.881258379613,-1.9218819943489507e-05,False
41.0,-,2,0,3258.8757,361.0,3258.869161124326,3258.869162967072,1.8427458599035162e-06,False
41.0,-,2,0,3390.32814,121.0,3390.325273688013,3390.325275536548,1.848534793680301e-06,False
41.0,-,2,0,3527.03106,361.0,3527.022932097485,3527.022933920176,1.8226910469820723e-06,False
41.0,-,2,1,4849.66104,2.25,4849.637118438177,4849.637118581811,1.4363376976689324e-07,False
41.0,-,2,1,4979.69472,0.49,4979.674483027839,4979.674483094693,6.685331754852086e-08,False
41.0,-,2,1,5115.07905,1.96,5115.047294099284,5115.047294273382,1.7409820429747924e-07,False
41.0,-,2,2,6417.04473,2.56,6417.008188583471,6417.008188908597,3.251261659897864e-07,False
41.0,-,2,2,6545.63441,0.64,6545.59950764122,6545.599507522581,-1.1863903637276962e-07,False
41.0,-,2,2,6679.68603,2.25,6679.661212126214,6679.661212404542,2.7832811611006036e-07,False
41.0,-,2,3,7960.96556,0.25,7960.954021189143,7960.954021984395,7.95252162788529e-07,False
41.0,-,2,3,8088.11578,0.64,8088.069248044919,8088.069247799025,-2.458937160554342e-07,False
41.0,-,2,3,8220.87506,0.49,8220.85193178021,8220.851932580952,8.007427823031321e-07,False
41.0,-,2,4,9481.53442,0.01,9481.52888777736,9481.528887793515,1.615444489289075e-08,False
41.0,-,2,4,9606.77122,0.04,9607.112052704575,9607.112050552654,-2.151920853066258e-06,False
41.0,-,3,0,11018.08889,121.0,11018.19774245123,11018.197744715666,2.2644362616119906e-06,False
41.0,-,3,1,12572.73663,0.81,12572.817529365277,12572.81753212166,2.756383764790371e-06,False
41.0,-,3,2,14102.99841,0.36,14103.055112509886,14103.055113943834,1.4339475455926731e-06,False
41.0,-,3,3,15608.81741,0.16,15608.969693863124,15608.969695912276,2.0491515897447243e-06,False
41.0,-,3,4,17090.15549,0.36,17090.428195802036,17090.42819599032,1.882835931610316e-07,False
41.0,-,3,5,18546.90136,0.04,18547.385464880765,18547.3854628283,-2.0524639694485813e-06,False
41.0,-,3,6,19978.82434,0.04,19979.62055523831,19979.620557551978,2.3136672098189592e-06,False
42.0,+,1,0,3247.96531,361.0,3247.96928054753,3247.969280499616,-4.7913999878801405e-08,False
42.0,+,1,1,5042.42137,82.56,5042.415292019748,5042.415292094685,7.493690645787865e-08,False
42.0,+,1,2,6807.94795,1.96,6808.178332946985,6808.178333312319,3.6533401726046577e-07,False
42.0,+,1,3,8543.36434,0.09,8543.993334254723,8543.993335351606,1.0968833521474153e-06,False
42.0,+,4,0,8795.51199,100.0,8795.592129403218,8795.592129286095,-1.1712290870491415e-07,False
42.0,+,4,0,9045.20145,100.0,9045.156123263969,9045.156123149853,-1.1411611922085285e-07,False
42.0,+,4,1,10215.37568,1.44,10215.49166616917,10215.491665995763,-1.7340607882943004e-07,False
42.0,+,4,1,10462.45211,1.21,10462.336630304091,10462.336630059419,-2.4467226467095315e-07,False
42.0,+,4,2,11613.32284,1.21,11613.394352848605,11613.394352748623,-9.998257155530155e-08,False
42.0,+,4,2,11857.4295,1.44,11857.363070252128,11857.363070184605,-6.752270564902574e-08,False
42.0,+,4,3,12988.9997,1.21,12989.1174817794,12989.117481564392,-2.1500818547792733e-07,False
42.0,+,4,3,13230.3894,1.21,13230.312782755702,13230.312782537712,-2.1798950911033899e-07,False
42.0,+,4,4,14342.66911,0.36,14342.791691827651,14342.791691645067,-1.8258469935972244e-07,False
42.0,+,7,0,14466.70016,1.0,14466.683690270514,14466.683691506601,1.2360869732219726e-06,False
42.0,+,4,4,14581.26934,0.36,14581.198659651543,14581.198659432295,-2.1924824977759272e-07,False
42.0,+,4,5,15674.38405,0.16,15674.529928915475,15674.529928840495,-7.498056220356375e-08,False
42.0,+,7,1,15820.75269,0.04,15820.639532385925,15820.639532489748,1.0382245818618685e-07,False
42.0,+,4,5,15910.15521,0.25,15910.149186289003,15910.149186122444,-1.6655940271448344e-07,False
42.0,+,4,6,16984.17758,0.09,16984.44731782784,16984.44731770016,-1.2767850421369076e-07,False
42.0,+,7,2,17151.89736,0.01,17151.74238467772,17151.74238461688,-6.084155756980181e-08,False
42.0,+,4,6,17217.2222,0.04,17217.28016604791,17217.28016568902,-3.588902472984046e-07,False
42.0,+,6,0,22977.32013,36.0,22977.23779142896,22977.237790818577,-6.103837222326547e-07,False
42.0,+,6,0,23121.43421,25.0,23121.425245466315,23121.425245426297,-4.001776687800884e-08,False
42.0,+,6,0,23271.52233,36.0,23271.64001430371,23271.64001439781,9.409995982423425e-08,False
42.0,+,6,1,24696.10513,0.09,24696.123678390053,24696.123681683595,3.2935422495938838e-06,False
42.0,+,6,1,24838.3964,0.09,24838.313719393896,24838.313730790418,1.1396521585993469e-05,False
42.0,+,6,1,24986.73144,0.09,24986.82685244755,24986.826856046056,3.598506737034768e-06,False
42.0,+,6,4,29598.6725,0.04,29598.719976555087,29598.719987302447,1.0747360647656024e-05,False
42.0,+,6,4,29734.64214,0.01,29734.672598613215,29734.6726385486,3.993538484792225e-05,False
42.0,+,6,4,29867.03106,0.0,29879.674940693356,29879.674939061933,-1.631422492209822e-06,False
42.0,-,2,0,3389.6581,121.0,3389.636825083177,3389.636826995151,1.9119738681183662e-06,False
42.0,-,2,0,3526.32597,324.0,3526.329202484826,3526.329204340232,1.8554060261521954e-06,False
42.0,-,2,0,3664.25448,196.0,3664.247621452763,3664.247623163175,1.7104121070588008e-06,False
42.0,-,2,1,4979.00691,1.0,4978.981029202021,4978.981029964147,7.621256372658536e-07,False
42.0,-,2,1,5114.35844,1.69,5114.342384346852,5114.342384554639,2.0778679754585028e-07,False
42.0,-,2,1,5250.79843,0.81,5250.751278041088,5250.751277421529,-6.1955870478414e-07,False
42.0,-,2,2,6544.86494,1.44,6544.902805378826,6544.902807922513,2.5436866053496487e-06,False
42.0,-,2,2,6678.97455,1.96,6678.944278736403,6678.944279063545,3.271416062489152e-07,False
42.0,-,2,2,6813.89608,1.21,6813.811838189663,6813.811835383616,-2.806046722980682e-06,False
42.0,-,2,3,8087.2766,0.49,8087.372575256467,8087.372581593272,6.336805199680384e-06,False
42.0,-,2,3,8220.13078,0.49,8220.122158734892,8220.122159684444,9.495524864178151e-07,False
42.0,-,2,3,8353.49036,0.36,8353.412302880908,8353.412296046301,-6.834607120254077e-06,False
42.0,-,2,4,9606.22508,0.04,9606.421925045232,9606.421936527202,1.1481970432214439e-05,False
42.0,-,3,0,11151.57626,64.0,11151.34583823478,11151.345840495733,2.2609528969042003e-06,False
42.0,-,3,1,12704.77456,0.09,12704.501431707213,12704.501432195148,4.879348125541583e-07,False
42.0,-,3,2,14233.5952,0.09,14233.315332207472,14233.31533370171,1.4942379493732005e-06,False
42.0,-,3,3,15737.96809,0.09,15737.781276256803,15737.78127819719,1.9403869373491034e-06,False
42.0,-,3,4,17217.79532,0.09,17217.785446300164,17217.7854464278,1.2763484846800566e-07,False
42.0,-,3,5,18673.07795,0.01,18673.251413573762,18673.251414910228,1.3364660844672471e-06,False
42.0,-,3,6,20103.54434,0.01,20104.046113821558,20104.046116216257,2.39469954976812e-06,False
43.0,+,4,0,9045.26897,121.0,9045.158033606498,9045.158033491949,-1.1454903869889677e-07,False
43.0,+,4,1,10462.50364,1.21,10462.33799879975,10462.337998559797,-2.399538061581552e-07,False
43.0,+,4,2,11857.53826,1.21,11857.399983750294,11857.399983638152,-1.121425157180056e-07,False
43.0,+,4,3,13230.43553,1.44,13230.33479051913,13230.334790308587,-2.1054256649222225e-07,False
43.0,+,4,4,14581.3315,0.16,14581.223733104294,14581.223732902174,-2.0212064555380493e-07,False
43.0,+,7,0,14589.82861,1.0,14589.825871295106,14589.825872523992,1.2288855941733345e-06,False
43.0,+,4,5,15910.23912,0.25,15910.178806619795,15910.17880650029,-1.1950578482355922e-07,False
43.0,+,4,6,17217.2898,0.09,17217.314814803587,17217.31481456253,-2.41056113736704e-07,False
43.0,+,6,0,23120.83513,25.0,23120.905049354857,23120.90504873013,-6.247282726690173e-07,False
43.0,+,6,0,23271.26669,36.0,23271.289705543822,23271.28970545311,-9.071300155483186e-08,False
43.0,+,6,0,23421.96946,25.0,23421.892730833795,23421.89273112128,2.8748399927280843e-07,False
43.0,+,6,1,24837.63619,0.09,24837.69873883568,24837.69874140702,2.571341610746458e-06,False
43.0,+,6,1,24986.32171,0.04,24986.506196237457,24986.50619868174,2.44428520090878e-06,False
43.0,+,6,1,25135.09136,0.01,25134.913692825186,25134.91369441665,1.5914629329927266e-06,False
43.0,+,6,4,29734.1456,0.01,29734.265442761363,29734.265436775575,-5.985788448015228e-06,False
43.0,-,2,0,3524.88309,361.0,3524.873448234023,3524.873450058755,1.8247324078402016e-06,False
43.0,-,2,0,3662.41719,144.0,3662.413081687604,3662.413083518992,1.831388090067776e-06,False
43.0,-,2,0,3805.35345,361.0,3805.347309144727,3805.347310947638,1.8029109014605638e-06,False
43.0,-,2,1,5112.90787,1.69,5112.881142185985,5112.88114236249,1.7650563677307218e-07,False
43.0,-,2,1,5248.94672,0.81,5248.929631841667,5248.929631948639,1.069720383384265e-07,False
43.0,-,2,1,5390.50978,1.96,5390.477235549052,5390.477235758784,2.0973220671294257e-07,False
43.0,-,2,2,6677.50921,1.21,6677.476938462735,6677.476938745977,2.832421159837395e-07,False
43.0,-,2,2,6812.01148,0.81,6812.005238399776,6812.005238260675,-1.3910175766795874e-07,False
43.0,-,2,2,6952.23341,1.21,6952.180825716208,6952.180825951957,2.3574830265715718e-07,False
43.0,-,2,3,8218.71345,0.64,8218.64813258235,8218.648133396295,8.139450073940679e-07,False
43.0,-,2,3,8351.63714,0.64,8351.624436990114,8351.62443680747,-1.8264472601003945e-07,False
43.0,-,2,3,8490.51091,0.25,8490.461751462239,8490.461752281331,8.190927474061027e-07,False
43.0,-,3,0,11287.44881,100.0,11287.569033644422,11287.569035897048,2.2526255634147674e-06,False
43.0,-,3,1,12839.17996,0.36,12839.172694664592,12839.172691784855,-2.8797367122024298e-06,False
43.0,-,3,2,14366.53265,0.25,14366.581412666428,14366.58141401818,1.351751052425243e-06,False
43.0,-,3,3,15869.41722,0.16,15869.563549861461,15869.563551930549,2.069087713607587e-06,False
43.0,-,3,4,17347.77036,0.36,17348.078217618506,17348.07821772393,1.0542498785071075e-07,False
43.0,-,3,5,18801.74318,0.01,18802.187869601836,18802.187853504267,-1.609756873222068e-05,False
43.0,-,3,6,20230.46434,0.04,20231.33783944715,20231.337841634693,2.1875421225558966e-06,False
44.0,+,1,0,3558.47762,484.0,3558.485340102018,3558.485340050013,-5.200536179472692e-08,False
44.0,+,1,1,5349.73929,82.56,5349.7306743915,5349.730674460397,6.889695214340463e-08,False
44.0,+,1,2,7111.99318,1.96,7112.248576461778,7112.248576801402,3.3962442103074864e-07,False
44.0,+,1,3,8844.09434,0.09,8844.741150462463,8844.741151519971,1.0575076885288581e-06,False
44.0,+,4,0,9045.09357,121.0,9045.165789572757,9045.165789456503,-1.1625343177001923e-07,False
44.0,+,4,0,9306.13243,100.0,9306.089702341771,9306.08970222877,-1.1300107871647924e-07,False
44.0,+,4,1,10462.25522,1.0,10462.316491635202,10462.316491422636,-2.1256528270896524e-07,False
44.0,+,4,1,10720.47058,1.0,10720.357499985656,10720.357499737433,-2.4822293198667467e-07,False
44.0,+,4,2,11857.32425,1.44,11857.400644764244,11857.400644661118,-1.0312578524462879e-07,False
44.0,+,4,2,12112.54777,1.44,12112.474052254409,12112.474052169098,-8.531060302630067e-08,False
44.0,+,4,3,13230.24674,1.21,13230.341112219316,13230.341112008764,-2.1055166143923998e-07,False
44.0,+,4,3,13482.55648,1.21,13482.5020334541,13482.50203324155,-2.1255073079373688e-07,False
44.0,+,4,4,14581.11626,0.64,14581.233688134556,14581.233687945194,-1.893622538773343e-07,False
44.0,+,7,0,14715.7409,1.0,14715.735069411161,14715.735070632216,1.2210548447910696e-06,False
44.0,+,4,4,14830.53534,0.64,14830.474391913787,14830.474391689278,-2.2450876713264734e-07,False
44.0,+,4,5,15910.04653,0.49,15910.191523023484,15910.19152294986,-7.362359610851854e-08,False
44.0,+,7,1,16066.86717,0.04,16066.736757194649,16066.7367573278,1.3315184332896024e-07,False
44.0,+,4,5,16156.54007,0.25,16156.51274362934,16156.512743466888,-1.624521246412769e-07,False
44.0,+,4,6,17217.12345,0.01,17217.330059909495,17217.330059783988,-1.25506630865857e-07,False
44.0,+,4,6,17460.69548,0.04,17460.73306422948,17460.73306388034,-3.491404640953988e-07,False
44.0,+,6,0,23269.99897,36.0,23269.87714383528,23269.877143165446,-6.698355718981475e-07,False
44.0,+,6,0,23420.59637,16.0,23420.59056671882,23420.590566334144,-3.8467624108307064e-07,False
44.0,+,6,0,23577.40064,36.0,23577.484630369145,23577.484629556613,-8.125316526275128e-07,False
44.0,+,6,1,24985.19727,0.09,24985.08676899505,24985.086768215948,-7.791022653691471e-07,False
44.0,+,6,1,25133.69135,0.01,25133.738452570888,25133.738457816555,5.2456671255640686e-06,False
44.0,+,6,1,25288.7816,0.01,25289.00428637042,25289.004289523382,3.1529634725302458e-06,False
44.0,-,2,0,3661.81816,144.0,3661.785295611082,3661.785297502627,1.8915452528744936e-06,False
44.0,-,2,0,3804.70571,361.0,3804.704623769233,3804.704625605722,1.8364889911026694e-06,False
44.0,-,2,0,3948.69336,169.0,3948.696352668306,3948.696354362939,1.6946328287303913e-06,False
44.0,-,2,1,5248.32018,0.81,5248.29736815655,5248.297368949545,7.929947969387285e-07,False
44.0,-,2,1,5389.84561,1.44,5389.823504890324,5389.823505132443,2.4211840354837477e-07,False
44.0,-,2,1,5532.26564,0.64,5532.233001095764,5532.233000534021,-5.617430360871367e-07,False
44.0,-,2,2,6811.38032,1.21,6811.370323489218,6811.370326003972,2.5147537598968484e-06,False
44.0,-,2,2,6951.56954,1.44,6951.51523713085,6951.51523741406,2.8320937417447567e-07,False
44.0,-,2,2,7092.37593,1.0,7092.308983035961,7092.308980228566,-2.807395503623411e-06,False
44.0,-,2,3,8350.96779,0.25,8350.990209032316,8350.990215443384,6.411068170564249e-06,False
44.0,-,2,3,8489.83731,0.36,8489.783520666306,8489.78352162632,9.600134944776073e-07,False
44.0,-,2,3,8629.03982,0.25,8628.923771069196,8628.923764320694,-6.748501618858427e-06,False
44.0,-,3,0,11427.107,25.0,11426.860457499017,11426.860459746653,2.247636075480841e-06,False
44.0,-,3,1,12977.32819,0.25,12977.049647787748,12977.04964925881,1.4710622053826228e-06,False
44.0,-,3,2,14503.14875,0.04,14502.846044313086,14502.84604571707,1.4039833331480622e-06,False
44.0,-,3,3,16004.51136,0.09,16004.309606871488,16004.309608864913,1.9934250303776935e-06,False
44.0,-,3,4,17481.31972,0.09,17481.29976462957,17481.299764646617,1.7047568690031767e-08,False
44.0,-,3,5,18933.53318,0.01,18933.740926671704,18933.74092748113,8.094248187262565e-07,False
44.0,-,3,6,20360.95434,0.01,20361.485821978265,20361.485824212225,2.23395909415558e-06,False
45.0,+,4,0,9306.19845,64.0,9306.091224858832,9306.091224745442,-1.1339034244883806e-07,False
45.0,+,4,1,10720.52254,1.21,10720.356685453258,10720.356685212373,-2.408851287327707e-07,False
45.0,+,4,2,12112.64489,0.64,12112.503420133908,12112.503420019637,-1.1427073332015425e-07,False
45.0,+,4,3,13482.63635,1.0,13482.524307793732,13482.524307588536,-2.0519655663520098e-07,False
45.0,+,4,4,14830.60721,0.36,14830.499957161504,14830.499956953357,-2.0814695744775236e-07,False
45.0,+,7,0,14844.39795,1.0,14844.404626023033,14844.404627236,1.2129657989135012e-06,False
45.0,+,4,5,16156.62722,0.16,16156.54293813292,16156.542938015498,-1.1742122296709567e-07,False
45.0,+,7,1,16194.01085,0.01,16193.877926022684,16193.877926171119,1.4843499229755253e-07,False
45.0,+,4,6,17460.74784,0.04,17460.768352215662,17460.76835198008,-2.3558095563203096e-07,False
45.0,+,6,0,23420.05612,16.0,23420.13141972677,23420.13141896361,-7.631606422364712e-07,False
45.0,+,6,0,23577.19499,36.0,23577.189176384312,23577.189175734075,-6.502377800643444e-07,False
45.0,+,6,0,23734.41503,36.0,23734.323055755936,23734.32305478279,-9.731447789818048e-07,False
45.0,+,6,1,25133.15114,0.01,25133.243578520134,25133.24357960156,1.0814255801960826e-06,False
45.0,+,6,1,25288.59057,0.09,25288.723355406324,25288.723357543415,2.1370906324591488e-06,False
45.0,+,6,1,25443.7527,0.04,25443.547962707267,25443.54796428119,1.5739242371637374e-06,False
45.0,-,2,0,3803.32815,441.0,3803.308730291692,3803.30873209668,1.8049881873594131e-06,False
45.0,-,2,0,3946.91135,100.0,3946.909326574003,3946.909328386816,1.8128130250261165e-06,False
45.0,-,2,0,4096.0656,256.0,4096.058672868294,4096.058674649729,1.7814354578149505e-06,False
45.0,-,2,1,5388.45875,1.96,5388.422328420833,5388.422328632894,2.1206142264418304e-07,False
45.0,-,2,1,5530.47104,0.49,5530.459333205085,5530.459333354957,1.4987199392635375e-07,False
45.0,-,2,1,5678.19057,1.44,5678.160251529844,5678.160251777973,2.4812925403239205e-07,False
45.0,-,2,2,6950.16788,1.96,6950.108201093793,6950.108201334224,2.40431290876586e-07,False
45.0,-,2,2,7090.56766,0.64,7090.550876642585,7090.55087648203,-1.6055491869337857e-07,False
45.0,-,2,2,7236.88495,1.21,7236.818803438712,7236.818803631039,1.9232720660511404e-07,False
45.0,-,2,3,8488.43668,0.25,8488.370069837794,8488.370070668767,8.309725672006607e-07,False
45.0,-,2,3,8627.20806,0.25,8627.184946535182,8627.18494641394,-1.2124291970394552e-07,False
45.0,-,2,3,8772.08495,0.01,8772.055163494862,8772.055164330306,8.354436431545764e-07,False
45.0,-,3,0,11569.08695,144.0,11569.213439392155,11569.213441631395,2.2392396203940734e-06,False
45.0,-,3,1,13117.74061,0.25,13117.786647143095,13117.786645207605,-1.935490217874758e-06,False
45.0,-,3,2,14642.03813,0.16,14642.102878860169,14642.102880131948,1.2717791832983494e-06,False
45.0,-,3,3,16141.85439,0.16,16142.012640883553,16142.01264297525,2.091697751893662e-06,False
45.0,-,3,4,17617.10939,0.36,17617.442978500625,17617.442978503565,2.939486876130104e-09,False
45.0,-,3,5,19067.71287,0.04,19068.269700768473,19068.269707909403,7.14093039277941e-06,False
