state,r_angstrom,supplied_cm,refined_cm
1,1.122226855713094,5597.825009670929,5598.050769433619
1,1.1243536280233528,5370.567986907448,5370.778896879514
1,1.1264804003336113,5148.849910145573,5149.046656323484
1,1.1286071726438698,4932.608258325114,4932.791505576466
1,1.1307339449541285,4721.781044980995,4721.951437438798
1,1.132860717264387,4516.306813647196,4516.46497510006
1,1.1349874895746455,4316.124633319108,4316.271167597182
1,1.137114261884904,4121.174093973683,4121.309585330455
1,1.1392410341951626,3931.3953021462767,3931.5203156361313
1,1.1413678065054211,3746.728876563586,3746.8439584151856
1,1.1434945788156798,3567.1159438314935,3567.221621816927
1,1.1456213511259383,3392.498134177431,3392.5949179771796
1,1.1477481234361968,3222.817577245938,3222.905958809615
1,1.1498748957464553,3058.016897946929,3058.0973518498467
1,1.1520016680567138,2898.0392123556667,2898.112196151127
1,1.1541284403669725,2742.828123663501,2742.8940782309965
1,1.156255212677231,2592.3277181788017,2592.3870680679465
1,1.1583819849874897,2446.4825613768335,2446.5357151471453
1,1.1605087572977482,2305.2376939981878,2305.2850445546956
1,1.1626355296080066,2168.538628194523,2168.5805531192054
1,1.1647623019182651,2036.3313437210363,2036.3682056001144
1,1.1668890742285236,1908.5622841747427,1908.5944309218357
1,1.1690158465387823,1785.1783532776717,1785.2061184528247
1,1.1711426188490408,1666.1269112043483,1666.1506143289444
1,1.1732693911592995,1551.3557709523939,1551.3757178199794
1,1.175396163469558,1440.8131947558904,1440.8296777389041
1,1.1775229357798165,1334.4478905402302,1334.4611888926775
1,1.179649708090075,1232.2090084179836,1232.2193885740799
1,1.1817764804003335,1134.046137224872,1134.0538530936046
1,1.1839032527105922,1039.9093010949582,1039.9145943507083
1,1.1860300250208506,949.748956074478,949.7520564435908
1,1.1881567973311093,863.5159867732709,863.5171123166929
1,1.1902835696413678,781.1617030533234,781.1610604452635
1,1.1924103419516263,702.6378367533744,702.6356215560554
1,1.1945371142618848,627.8965384490712,627.8929353835574
1,1.1966638865721433,556.8903742477451,556.8855574609042
1,1.198790658882402,489.57232261715035,489.56645594473594
1,1.2009174311926605,425.895771247433,425.88900847333025
1,1.2030442035029192,365.81451394552096,365.8069990571785
1,1.2051709758131777,309.2827475613103,309.27461500139907
1,1.2072977481234362,256.25506894486534,256.24644385913416
1,1.2094245204336946,206.68647193394463,206.67747041537405
1,1.2115512927439533,160.53234437117135,160.52307370038397
1,1.2136780650542118,117.74846515013996,117.73902403213287
1,1.2158048373644703,78.29100128971913,78.28148008694006
1,1.217931609674729,42.11650503599776,42.10698599777061
1,1.2200583819849875,9.181910991092082,9.172468479442614
1,1.222185154295246,-20.555466731817432,-20.564766019917442
1,1.2243119266055045,-47.13793732785598,-47.14703414180258
1,1.2264386989157632,-70.60743609488054,-70.61627841527115
1,1.2285654712260217,-91.00552720363521,-91.0140700306074
1,1.2306922435362802,-108.3734064442524,-108.38161158928415
1,1.2328190158465389,-122.75190394970559,-122.75973983085532
1,1.2349457881567973,-134.18148689686495,-134.1889283374221
1,1.2370725604670558,-142.7022621857559,-142.70929021627853
1,1.2391993327773143,-148.35397909764106,-148.36058076133304
1,1.241326105087573,-151.17603193248033,-151.18220009391007
1,1.2434528773978315,-151.20746060572856,-151.21319376112842
1,1.24557964970809,-148.48691361738383,-148.492215687309
1,1.2477064220183487,-143.05259346154162,-143.05747356654138
1,1.2498331943286072,-134.94225551976342,-134.94672775701474
1,1.2519599666388657,-124.19321629037586,-124.1972995121705
