J,v,quasibound,grid_index,original_rank,expanded_rank,difference_cm
25,6,False,2,7,7,-5.820766091346741e-11
25,7,False,2,8,8,-4.3655745685100555e-11
25,8,False,2,9,9,1.0913936421275139e-11
25,9,False,2,10,10,-1.0186340659856796e-10
25,10,False,2,11,11,-4.729372449219227e-11
25,11,False,2,12,12,-6.912159733474255e-11
25,12,False,2,13,13,-7.639755494892597e-11
25,13,False,2,14,14,-1.8189894035458565e-10
25,14,False,2,15,15,-1.3096723705530167e-10
25,15,False,2,16,16,-1.382431946694851e-10
25,16,True,2,17,18,3.161125641781837e-05
26,0,False,2,1,1,3.637978807091713e-12
26,1,False,2,2,2,-2.6193447411060333e-10
26,2,False,2,3,3,-1.8189894035458565e-11
26,3,False,2,4,4,-6.730260793119669e-11
26,4,False,2,5,5,3.637978807091713e-12
26,5,False,2,6,6,1.0186340659856796e-10
26,6,False,2,7,7,-1.2369127944111824e-10
26,7,False,2,8,8,-1.8189894035458565e-11
26,8,False,2,9,9,-8.731149137020111e-11
26,9,False,2,10,10,-1.4551915228366852e-10
26,10,False,2,11,11,-1.0913936421275139e-10
26,11,False,2,12,12,-7.275957614183426e-12
26,12,False,2,13,13,-1.418811734765768e-10
26,13,False,2,14,14,-1.8189894035458565e-10
26,14,False,2,15,15,-2.0372681319713593e-10
26,15,False,2,16,16,-1.7462298274040222e-10
26,16,True,2,18,19,-0.023849830598919652
27,0,False,2,1,1,-1.4370016288012266e-10
27,1,False,2,2,2,-1.2732925824820995e-10
27,2,False,2,3,3,-1.255102688446641e-10
27,3,False,2,4,4,-3.456079866737127e-11
27,4,False,2,5,5,-1.0913936421275139e-11
27,5,False,2,6,6,1.2369127944111824e-10
27,6,False,2,7,7,-1.0913936421275139e-10
27,7,False,2,8,8,-5.093170329928398e-11
27,8,False,2,9,9,-9.822542779147625e-11
27,9,False,2,10,10,-7.275957614183426e-11
27,10,False,2,11,11,-1.5279510989785194e-10
27,11,False,2,12,12,-5.093170329928398e-11
27,12,False,2,13,13,-1.2732925824820995e-10
27,13,False,2,14,14,-2.3283064365386963e-10
27,14,False,2,15,15,-1.964508555829525e-10
27,15,True,2,16,16,-1.5279510989785194e-10
27,16,True,2,19,20,-2.5078783917269902
28,0,False,2,1,1,-4.8203219193965197e-11
28,1,False,2,2,2,-2.546585164964199e-10
28,2,False,2,3,3,6.184563972055912e-11
28,3,False,2,4,4,1.8189894035458565e-12
28,4,False,2,5,5,-3.2741809263825417e-11
28,5,False,2,6,6,1.127773430198431e-10
28,6,False,2,7,7,-5.4569682106375694e-11
28,7,False,2,8,8,-2.546585164964199e-11
28,8,False,2,9,9,-1.418811734765768e-10
28,9,False,2,10,10,-1.0550138540565968e-10
28,10,False,2,11,11,-1.4551915228366852e-10
28,11,False,2,12,12,-4.001776687800884e-11
28,12,False,2,13,13,-1.6007106751203537e-10
28,13,False,2,14,14,-2.6921043172478676e-10
28,14,False,2,15,15,-1.382431946694851e-10
28,15,True,2,16,16,-1.8480932340025902e-09
28,16,True,2,19,21,4.984345616023347
29,0,False,2,1,1,-7.09405867382884e-11
29,1,False,2,2,2,-1.6370904631912708e-11
29,2,False,2,3,3,3.456079866737127e-11
29,3,False,2,4,4,-5.4569682106375694e-12
29,4,False,2,5,5,-1.2732925824820995e-10
29,5,False,2,6,6,9.822542779147625e-11
29,6,False,2,7,7,-5.820766091346741e-11
29,7,False,2,8,8,3.2741809263825417e-11
29,8,False,2,9,9,-9.458744898438454e-11
29,9,False,2,10,10,-1.8189894035458565e-11
29,10,False,2,11,11,-1.6370904631912708e-10
29,11,False,2,12,12,-1.2732925824820995e-10
29,12,False,2,13,13,-1.3096723705530167e-10
29,13,False,2,14,14,-2.473825588822365e-10
29,14,False,2,15,15,-1.382431946694851e-10
29,15,True,2,16,17,-3.04292916553095e-06
30,0,False,2,1,1,-1.291482476517558e-10
30,1,False,2,2,2,-1.3460521586239338e-10
30,2,False,2,3,3,-5.638867150992155e-11
30,3,False,2,4,4,-4.729372449219227e-11
30,4,False,2,5,5,-7.275957614183426e-11
30,5,False,2,6,6,2.219167072325945e-10
30,6,False,2,7,7,0.0
30,7,False,2,8,8,8.36735125631094e-11
30,8,False,2,9,9,-3.2741809263825417e-11
30,9,False,2,10,10,-1.8189894035458565e-11
30,10,False,2,11,11,-1.0913936421275139e-10
30,11,False,2,12,12,-9.094947017729282e-11
30,12,False,2,13,13,-1.382431946694851e-10
30,13,False,2,14,14,-2.6921043172478676e-10
30,14,True,2,15,15,-1.5279510989785194e-10
30,15,True,2,17,19,0.00948956126376288
31,0,False,2,1,1,-2.7284841053187847e-11
31,1,False,2,2,2,-1.2732925824820995e-10
31,2,False,2,3,3,9.094947017729282e-12
31,3,False,2,4,4,-2.9103830456733704e-11
31,4,False,2,5,5,-5.093170329928398e-11
31,5,False,2,6,6,1.964508555829525e-10
31,6,False,2,7,7,-6.548361852765083e-11
31,7,False,2,8,8,-1.4551915228366852e-11
31,8,False,2,9,9,-1.964508555829525e-10
31,9,False,2,10,10,-3.2741809263825417e-11
31,10,False,2,11,11,-9.458744898438454e-11
31,11,False,2,12,12,-1.8553691916167736e-10
31,12,False,2,13,13,-1.8189894035458565e-10
31,13,False,2,14,14,-2.1827872842550278e-10
31,14,True,2,15,15,-1.5279510989785194e-10
31,15,True,2,18,20,0.10321790572197642
32,0,False,2,1,1,-1.1459633242338896e-10
32,1,False,2,2,2,-1.2732925824820995e-10
32,2,False,2,3,3,-9.094947017729282e-12
32,3,False,2,4,4,-1.1641532182693481e-10
32,4,False,2,5,5,-1.2732925824820995e-10
32,5,False,2,6,6,8.731149137020111e-11
32,6,False,2,7,7,-8.731149137020111e-11
32,7,False,2,8,8,1.0913936421275139e-11
32,8,False,2,9,9,-3.637978807091713e-12
32,9,False,2,10,10,-2.9103830456733704e-11
32,10,False,2,11,11,-1.6370904631912708e-10
32,11,False,2,12,12,-1.2369127944111824e-10
32,12,False,2,13,13,-1.1641532182693481e-10
32,13,False,2,14,14,-1.964508555829525e-10
32,14,True,2,15,16,2.6193447411060333e-09
32,15,True,2,19,21,-1.706704211232136
33,0,False,2,1,1,-1.7462298274040222e-10
33,1,False,2,2,2,-9.276845958083868e-11
33,2,False,2,3,3,-5.4569682106375694e-12
33,3,False,2,4,4,-4.3655745685100555e-11
33,4,False,2,5,5,-6.184563972055912e-11
33,5,False,2,6,6,6.184563972055912e-11
33,6,False,2,7,7,-8.731149137020111e-11
33,7,False,2,8,8,-8.36735125631094e-11
33,8,False,2,9,9,-1.2005330063402653e-10
33,9,False,2,10,10,-2.1827872842550278e-11
33,10,False,2,11,11,-4.001776687800884e-11
33,11,False,2,12,12,-1.5279510989785194e-10
33,12,False,2,13,13,-1.4551915228366852e-10
33,13,False,2,14,14,-1.6007106751203537e-10
33,14,True,2,16,17,-1.753553078742698e-05
34,0,False,2,1,1,-2.1827872842550278e-10
34,1,False,2,2,2,-1.7280399333685637e-10
34,2,False,2,3,3,0.0
34,3,False,2,4,4,-1.0913936421275139e-11
34,4,False,2,5,5,-5.4569682106375694e-11
34,5,False,2,6,6,1.127773430198431e-10
34,6,False,2,7,7,-7.275957614183426e-11
34,7,False,2,8,8,-2.546585164964199e-11
34,8,False,2,9,9,-5.820766091346741e-11
34,9,False,2,10,10,-6.184563972055912e-11
34,10,False,2,11,11,-1.4915713109076023e-10
34,11,False,2,12,12,-1.8189894035458565e-10
34,12,False,2,13,13,-2.0372681319713593e-10
34,13,True,2,14,14,-1.8189894035458565e-10
34,14,True,2,17,19,0.007246466142532881
35,0,False,2,1,1,-1.2187229003757238e-10
35,1,False,2,2,2,-6.002665031701326e-11
35,2,False,2,3,3,-3.637978807091713e-12
35,3,False,2,4,4,1.0913936421275139e-11
35,4,False,2,5,5,-1.8189894035458565e-11
35,5,False,2,6,6,4.3655745685100555e-11
35,6,False,2,7,7,-1.1641532182693481e-10
35,7,False,2,8,8,7.639755494892597e-11
35,8,False,2,9,9,-1.0913936421275139e-11
35,9,False,2,10,10,2.1827872842550278e-11
35,10,False,2,11,11,-5.4569682106375694e-11
35,11,False,2,12,12,-1.2369127944111824e-10
35,12,False,2,13,13,-1.0186340659856796e-10
35,13,True,2,14,14,-1.8917489796876907e-10
35,14,True,2,18,20,-0.2456321632998879
36,0,False,2,1,1,-5.638867150992155e-11
36,1,False,2,2,2,-1.000444171950221e-10
36,2,False,2,3,3,1.0913936421275139e-11
36,3,False,2,4,4,-1.2732925824820995e-10
36,4,False,2,5,5,3.637978807091713e-11
36,5,False,2,6,6,-7.639755494892597e-11
36,6,False,2,7,7,-8.003553375601768e-11
36,7,False,2,8,8,-3.637978807091713e-12
36,8,False,2,9,9,-3.2741809263825417e-11
36,9,False,2,10,10,-3.2741809263825417e-11
36,10,False,2,11,11,0.0
36,11,False,2,12,12,-1.0913936421275139e-10
36,12,False,2,13,13,-1.8189894035458565e-10
36,13,True,2,14,16,1.589578459970653e-07
36,14,True,2,19,21,-11.846124813790084
37,0,False,2,1,1,-4.18367562815547e-11
37,1,False,2,2,2,-7.821654435247183e-11
37,2,False,2,3,3,-1.4551915228366852e-11
37,3,False,2,4,4,-5.820766091346741e-11
37,4,False,2,5,5,4.729372449219227e-11
37,5,False,2,6,6,-3.2741809263825417e-11
37,6,False,2,7,7,-5.093170329928398e-11
37,7,False,2,8,8,-5.093170329928398e-11
37,8,False,2,9,9,-5.820766091346741e-11
37,9,False,2,10,10,-3.637978807091713e-12
37,10,False,2,11,11,-7.275957614183426e-11
37,11,False,2,12,12,-1.3096723705530167e-10
37,12,True,2,13,13,-2.1100277081131935e-10
37,13,True,2,16,17,-0.0008419557343586348
38,0,False,2,1,1,-1.1095835361629725e-10
38,1,False,2,2,2,-7.275957614183426e-11
38,2,False,2,3,3,-8.36735125631094e-11
38,3,False,2,4,4,-9.458744898438454e-11
38,4,False,2,5,5,1.3460521586239338e-10
38,5,False,2,6,6,-8.731149137020111e-11
38,6,False,2,7,7,-4.001776687800884e-11
38,7,False,2,8,8,-5.093170329928398e-11
38,8,False,2,9,9,-4.729372449219227e-11
38,9,False,2,10,10,-1.2732925824820995e-10
38,10,False,2,11,11,-4.3655745685100555e-11
38,11,False,2,12,12,-1.0913936421275139e-10
38,12,True,2,13,13,-1.6007106751203537e-10
38,13,True,2,17,19,-0.022211200557649136
39,0,False,2,1,1,-1.4733814168721437e-10
39,1,False,2,2,2,-1.382431946694851e-10
39,2,False,2,3,3,3.637978807091713e-12
39,3,False,2,4,4,-1.3096723705530167e-10
39,4,False,2,5,5,4.001776687800884e-11
39,5,False,2,6,6,-1.6370904631912708e-10
39,6,False,2,7,7,-5.093170329928398e-11
39,7,False,2,8,8,-4.001776687800884e-11
39,8,False,2,9,9,-1.127773430198431e-10
39,9,False,2,10,10,-2.9103830456733704e-11
39,10,False,2,11,11,-1.0186340659856796e-10
39,11,False,2,12,12,-1.6007106751203537e-10
39,12,True,2,13,15,8.585629984736443e-10
39,13,True,2,18,20,-1.3812137136483216
40,0,False,2,1,1,-1.3642420526593924e-10
40,1,False,2,2,2,2.1827872842550278e-11
40,2,False,2,3,3,-1.0186340659856796e-10
40,3,False,2,4,4,-7.639755494892597e-11
40,4,False,2,5,5,1.2732925824820995e-10
40,5,False,2,6,6,-1.5279510989785194e-10
40,6,False,2,7,7,-8.36735125631094e-11
40,7,False,2,8,8,-2.9103830456733704e-11
40,8,False,2,9,9,3.637978807091713e-12
40,9,False,2,10,10,-5.820766091346741e-11
40,10,False,2,11,11,-8.003553375601768e-11
40,11,True,2,12,12,-1.0186340659856796e-10
40,12,True,2,15,17,-1.1667587386909872e-05
40,13,True,2,19,21,-30.667358216276625
41,0,False,2,1,1,-8.36735125631094e-11
41,1,False,2,2,2,-8.36735125631094e-11
41,2,False,2,3,3,-8.003553375601768e-11
41,3,False,2,4,4,-2.546585164964199e-11
41,4,False,2,5,5,8.36735125631094e-11
41,5,False,2,6,6,-1.2732925824820995e-10
41,6,False,2,7,7,-6.184563972055912e-11
41,7,False,2,8,8,3.637978807091713e-12
41,8,False,2,9,9,-5.4569682106375694e-11
41,9,False,2,10,10,-8.003553375601768e-11
41,10,False,2,11,11,-2.9103830456733704e-11
41,11,True,2,12,12,-1.4551915228366852e-10
41,12,True,2,16,18,-0.0010425497821415775
