r_angstrom,bob_dimensionless
0.9312499999999999,0.0037630094570513194
0.937,0.003495316948702995
0.94275,0.0032414586919528557
0.9485,0.0030011371312488313
0.95425,0.002774031243101636
0.96,0.002559798592679387
0.96575,0.0023580774253862753
0.9715,0.0021684887817885424
0.97725,0.001990638624246892
0.983,0.001824119963690578
0.98875,0.0016685149751243561
0.9944999999999999,0.0015233970906943072
1.0002499999999999,0.0013883330594509915
1.006,0.001262884963335956
1.0117500000000001,0.0011466121793770176
1.0175,0.0010390732786057441
1.02325,0.0009398278528024174
1.029,0.0008484382608244738
1.0347499999999998,0.0007644712869784422
1.0405,0.0006874997046465931
1.0462500000000001,0.000617103739171152
1.052,0.0005528724248240359
1.05775,0.0004944048515412691
1.0635,0.00044131129797093894
1.06925,0.00039321424826385047
1.075,0.00034974929091926096
1.08075,0.000310565898876158
1.0865,0.0002753280909059487
1.09225,0.0002437149752073073
1.0979999999999999,0.000215421176921315
1.10375,0.00019015715206767365
1.1095000000000002,0.00016764939114440999
1.11525,0.00014764051632798028
1.121,0.00012988927685270716
1.12675,0.00011417044773319104
1.1324999999999998,0.00010027463751666203
1.13825,8.800801121080098e-05
1.1440000000000001,7.719193492372779e-05
1.14975,6.76625490747519e-05
1.1555,5.9270277286065664e-05
1.16125,5.187927824648919e-05
1.167,4.536684794911996e-05
1.17275,3.962277974650538e-05
1.1785,3.454868964162177e-05
1.18425,3.0057314143106768e-05
1.19,2.607178786199873e-05
1.1957499999999999,2.2524907818477404e-05
1.2015,1.935839116497009e-05
1.20725,1.652213272119524e-05
1.213,1.3973468362265998e-05
1.21875,1.1676449908207858e-05
1.2245,9.60113673766304e-06
1.2302499999999998,7.722908895849835e-06
1.236,6.021805992721791e-06
1.2417500000000001,4.481895697466306e-06
1.2475,3.090675135624169e-06
1.25325,1.8385079907074894e-06
1.259,7.180996085356699e-07
1.26475,-2.759880953609937e-07
1.2705,-1.1477806122649481e-06
1.27625,-1.9002928601515522e-06
1.282,-2.535888859868129e-06
1.28775,-3.0565991115566734e-06
1.2934999999999999,-3.4643961205862634e-06
1.29925,-3.7614288991919406e-06
1.305,-3.950217616290663e-06
1.31075,-4.0338098817606694e-06
1.3165,-4.015900431474119e-06
1.32225,-3.9009162246565e-06
1.3279999999999998,-3.694069175226201e-06
1.33375,-3.4013789135710847e-06
1.3395000000000001,-3.0296681150554112e-06
1.34525,-2.5865330370877285e-06
1.351,-2.080291978814315e-06
1.35675,-1.5199144177244649e-06
1.3624999999999998,-9.149335872168468e-07
1.36825,-2.7534524026290704e-07
1.374,3.8850470131168046e-07
1.37975,1.066040982590688e-06
1.3855,1.746585799534357e-06
1.3912499999999999,2.4194891067678997e-06
1.397,3.074260154828987e-06
1.40275,3.7006981076559694e-06
1.4085,4.2890197489379196e-06
1.41425,4.829982454074542e-06
1.42,5.315000780559704e-06
1.4257499999999999,5.736255211323083e-06
1.4315,6.086791770759127e-06
1.4372500000000001,6.360611419760776e-06
1.443,6.552748322108742e-06
1.44875,6.659336258227443e-06
1.4545,6.677662641936814e-06
1.4602499999999998,6.6062097698872074e-06
1.466,6.444683100501199e-06
1.4717500000000001,6.19402651826183e-06
1.4775,5.856424689040801e-06
1.48325,5.4352927519738735e-06
1.4889999999999999,4.935253722440291e-06
1.49475,4.362104098419509e-06
1.5005,3.722768268459884e-06
1.50625,3.025242413418831e-06
1.512,2.2785286758774213e-06
1.51775,1.4925604406688022e-06
1.5235,6.781196273905222e-07
1.52925,-1.53253058708308e-07
1.535,-9.893539371574315e-07
1.54075,-1.8174172210080797e-06
1.5465,-2.624219928936951e-06
1.55225,-3.396189824034354e-06
1.558,-4.119515370496877e-06
1.56375,-4.780256716331988e-06
1.5695,-5.364456735371768e-06
1.57525,-5.858251194679802e-06
1.581,-6.24797715308642e-06
1.5867499999999999,-6.520278742357284e-06
1.5925,-6.662209533634175e-06
1.59825,-6.661330747541298e-06
1.604,-6.505804625972791e-06
1.60975,-6.184482346345769e-06
1.6155,-5.686985924301089e-06
1.62125,-5.003783617777684e-06
1.627,-4.126258413413261e-06
1.63275,-3.0467692447063175e-06
1.6385,-1.7587046597214483e-06
1.64425,-2.565287237696478e-07
1.65,1.4641809910648311e-06
1.65575,3.4067034129255885e-06
1.6615,5.573151994456512e-06
1.66725,7.964460714973291e-06
1.673,1.0580377963896111e-05
1.67875,1.3419468154716766e-05
1.6844999999999999,1.6479120868106196e-05
1.69025,1.9755567275740047e-05
1.696,2.3243903553230135e-05
1.7017499999999999,2.6938120951313013e-05
1.7075,3.083114215927453e-05
1.71325,3.4914863563545974e-05
1.719,3.918020297752061e-05
1.72475,4.361715239589502e-05
1.7305,4.821483530821993e-05
1.73625,5.2961568091765365e-05
1.742,5.7844924993190384e-05
1.74775,6.285180620173812e-05
1.7535,6.796850851360432e-05
1.75925,7.318079808761458e-05
1.765,7.847398479620851e-05
1.77075,8.383299768276954e-05
1.7765,8.924246104637107e-05
1.78225,9.468677068782453e-05
1.788,0.00010015016986626073
1.79375,0.00010561682453316835
